Total Awards,Award Type,Year,Institution,Campus,County,2 Digit CIP,6 Digit CIP,4 Digit CIP,State,Program Family,Program Category,Program
4,Certificate,2019-20,Crossville,Main Campus,"Cumberland County, TN",47,47.0604,47.06,Tennessee,Mechanic and Repair Technologies/Technicians,Vehicle Maintenance and Repair Technologies/Technicians,Automobile/Automotive Mechanics Technology/Technician
1,Certificate,2019-20,Crossville,Main Campus,"Cumberland County, TN",46,46.0415,46.04,Tennessee,Construction Trades,"Building/Construction Finishing, Management, and Inspection",Building Construction Technology/Technician
44,Certificate,2019-20,Crossville,Main Campus,"Cumberland County, TN",49,49.0205,49.02,Tennessee,Transportation and Materials Moving,Ground Transportation,Truck and Bus Driver/Commercial Vehicle Operator and Instructor
5,Certificate,2019-20,Crossville,Main Campus,"Cumberland County, TN",47,47.0303,47.03,Tennessee,Mechanic and Repair Technologies/Technicians,Heavy/Industrial Equipment Maintenance Technologies/Technicians,Industrial Mechanics and Maintenance Technology/Technician
6,Certificate,2019-20,Crossville,Main Campus,"Cumberland County, TN",48,48.0508,48.05,Tennessee,Precision Production,Precision Metal Working,Welding Technology/Welder
3,Certificate,2019-20,Crossville,Main Campus,"Cumberland County, TN",47,47.0605,47.06,Tennessee,Mechanic and Repair Technologies/Technicians,Vehicle Maintenance and Repair Technologies/Technicians,Diesel Mechanics Technology/Technician
7,Certificate,2019-20,Crossville,Main Campus,"Cumberland County, TN",52,52.0402,52.04,Tennessee,"Business, Management, Marketing, and Related Support Services",Business Operations Support and Assistant Services,Executive Assistant/Executive Secretary
2,Certificate,2019-20,Crossville,Main Campus,"Cumberland County, TN",12,12.0401,12.04,Tennessee,"Culinary, Entertainment, and Personal Services",Cosmetology and Related Personal Grooming Services,"Cosmetology/Cosmetologist, General"
11,Diploma,2021-22,Crossville,Main Campus,"Cumberland County, TN",46,46.0415,46.04,Tennessee,Construction Trades,"Building/Construction Finishing, Management, and Inspection",Building Construction Technology/Technician
7,Diploma,2021-22,Crossville,Main Campus,"Cumberland County, TN",47,47.0611,47.06,Tennessee,Mechanic and Repair Technologies/Technicians,Vehicle Maintenance and Repair Technologies/Technicians,Motorcycle Maintenance and Repair Technology/Technician
11,Diploma,2021-22,Crossville,Main Campus,"Cumberland County, TN",52,52.0402,52.04,Tennessee,"Business, Management, Marketing, and Related Support Services",Business Operations Support and Assistant Services,Executive Assistant/Executive Secretary
22,Diploma,2021-22,Crossville,Main Campus,"Cumberland County, TN",47,47.0303,47.03,Tennessee,Mechanic and Repair Technologies/Technicians,Heavy/Industrial Equipment Maintenance Technologies/Technicians,Industrial Mechanics and Maintenance Technology/Technician
26,Diploma,2021-22,Crossville,Main Campus,"Cumberland County, TN",48,48.0508,48.05,Tennessee,Precision Production,Precision Metal Working,Welding Technology/Welder
15,Diploma,2021-22,Crossville,Main Campus,"Cumberland County, TN",12,12.0401,12.04,Tennessee,"Culinary, Entertainment, and Personal Services",Cosmetology and Related Personal Grooming Services,"Cosmetology/Cosmetologist, General"
3,Diploma,2021-22,Crossville,Main Campus,"Cumberland County, TN",46,46.0101,46.01,Tennessee,Construction Trades,Mason/Masonry,Mason/Masonry
7,Diploma,2021-22,Crossville,Main Campus,"Cumberland County, TN",47,47.0605,47.06,Tennessee,Mechanic and Repair Technologies/Technicians,Vehicle Maintenance and Repair Technologies/Technicians,Diesel Mechanics Technology/Technician
5,Diploma,2021-22,Crossville,Main Campus,"Cumberland County, TN",51,51.0909,51.09,Tennessee,Health Professions and Related Programs,"Allied Health Diagnostic, Intervention, and Treatment Professions",Surgical Technology/Technologist
10,Diploma,2021-22,Crossville,Main Campus,"Cumberland County, TN",48,48.0501,48.05,Tennessee,Precision Production,Precision Metal Working,Machine Tool Technology/Machinist
9,Diploma,2021-22,Crossville,Main Campus,"Cumberland County, TN",47,47.0201,47.02,Tennessee,Mechanic and Repair Technologies/Technicians,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR)","Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician"
10,Diploma,2021-22,Crossville,Main Campus,"Cumberland County, TN",47,47.0603,47.06,Tennessee,Mechanic and Repair Technologies/Technicians,Vehicle Maintenance and Repair Technologies/Technicians,Autobody/Collision and Repair Technology/Technician
1,Diploma,2021-22,Crossville,Main Campus,"Cumberland County, TN",52,52.0904,52.09,Tennessee,"Business, Management, Marketing, and Related Support Services",Hospitality Administration/Management,Hotel/Motel Administration/Management
8,Diploma,2021-22,Crossville,Main Campus,"Cumberland County, TN",47,47.0604,47.06,Tennessee,Mechanic and Repair Technologies/Technicians,Vehicle Maintenance and Repair Technologies/Technicians,Automobile/Automotive Mechanics Technology/Technician
3,Diploma,2019-20,Crossville,Main Campus,"Cumberland County, TN",47,47.0603,47.06,Tennessee,Mechanic and Repair Technologies/Technicians,Vehicle Maintenance and Repair Technologies/Technicians,Autobody/Collision and Repair Technology/Technician
3,Diploma,2019-20,Crossville,Main Campus,"Cumberland County, TN",52,52.0904,52.09,Tennessee,"Business, Management, Marketing, and Related Support Services",Hospitality Administration/Management,Hotel/Motel Administration/Management
9,Diploma,2019-20,Crossville,Main Campus,"Cumberland County, TN",47,47.0604,47.06,Tennessee,Mechanic and Repair Technologies/Technicians,Vehicle Maintenance and Repair Technologies/Technicians,Automobile/Automotive Mechanics Technology/Technician
9,Diploma,2019-20,Crossville,Main Campus,"Cumberland County, TN",47,47.0201,47.02,Tennessee,Mechanic and Repair Technologies/Technicians,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR)","Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician"
6,Diploma,2019-20,Crossville,Main Campus,"Cumberland County, TN",48,48.0501,48.05,Tennessee,Precision Production,Precision Metal Working,Machine Tool Technology/Machinist
13,Diploma,2019-20,Crossville,Main Campus,"Cumberland County, TN",47,47.0303,47.03,Tennessee,Mechanic and Repair Technologies/Technicians,Heavy/Industrial Equipment Maintenance Technologies/Technicians,Industrial Mechanics and Maintenance Technology/Technician
8,Diploma,2019-20,Crossville,Main Campus,"Cumberland County, TN",47,47.0611,47.06,Tennessee,Mechanic and Repair Technologies/Technicians,Vehicle Maintenance and Repair Technologies/Technicians,Motorcycle Maintenance and Repair Technology/Technician
9,Diploma,2019-20,Crossville,Main Campus,"Cumberland County, TN",46,46.0415,46.04,Tennessee,Construction Trades,"Building/Construction Finishing, Management, and Inspection",Building Construction Technology/Technician
19,Diploma,2019-20,Crossville,Main Campus,"Cumberland County, TN",52,52.0402,52.04,Tennessee,"Business, Management, Marketing, and Related Support Services",Business Operations Support and Assistant Services,Executive Assistant/Executive Secretary
14,Diploma,2019-20,Crossville,Main Campus,"Cumberland County, TN",47,47.0605,47.06,Tennessee,Mechanic and Repair Technologies/Technicians,Vehicle Maintenance and Repair Technologies/Technicians,Diesel Mechanics Technology/Technician
36,Diploma,2019-20,Crossville,Main Campus,"Cumberland County, TN",48,48.0508,48.05,Tennessee,Precision Production,Precision Metal Working,Welding Technology/Welder
8,Diploma,2019-20,Crossville,Main Campus,"Cumberland County, TN",51,51.0909,51.09,Tennessee,Health Professions and Related Programs,"Allied Health Diagnostic, Intervention, and Treatment Professions",Surgical Technology/Technologist
15,Diploma,2019-20,Crossville,Main Campus,"Cumberland County, TN",12,12.0401,12.04,Tennessee,"Culinary, Entertainment, and Personal Services",Cosmetology and Related Personal Grooming Services,"Cosmetology/Cosmetologist, General"
5,Certificate,2021-22,Crump,Chester County High School,"Chester County, TN",48,48.0508,48.05,Tennessee,Precision Production,Precision Metal Working,Welding Technology/Welder
1,Certificate,2019-20,Crump,Chester County High School,"Chester County, TN",48,48.0508,48.05,Tennessee,Precision Production,Precision Metal Working,Welding Technology/Welder
8,Diploma,2021-22,Crump,Chester County High School,"Chester County, TN",48,48.0508,48.05,Tennessee,Precision Production,Precision Metal Working,Welding Technology/Welder
1,Diploma,2019-20,Crump,Chester County High School,"Chester County, TN",48,48.0508,48.05,Tennessee,Precision Production,Precision Metal Working,Welding Technology/Welder
6,Certificate,2021-22,Crump,Clifton Instructional Service Center,"Wayne County, TN",51,51.0707,51.07,Tennessee,Health Professions and Related Programs,Health and Medical Administrative Services,Health Information/Medical Records Technology/Technician
4,Certificate,2019-20,Crump,Clifton Instructional Service Center,"Wayne County, TN",51,51.0707,51.07,Tennessee,Health Professions and Related Programs,Health and Medical Administrative Services,Health Information/Medical Records Technology/Technician
17,Diploma,2021-22,Crump,Clifton Instructional Service Center,"Wayne County, TN",51,51.0707,51.07,Tennessee,Health Professions and Related Programs,Health and Medical Administrative Services,Health Information/Medical Records Technology/Technician
3,Diploma,2019-20,Crump,Clifton Instructional Service Center,"Wayne County, TN",51,51.0707,51.07,Tennessee,Health Professions and Related Programs,Health and Medical Administrative Services,Health Information/Medical Records Technology/Technician
3,Certificate,2021-22,Crump,Crump Parsons Extension,"Decatur County, TN",47,47.0605,47.06,Tennessee,Mechanic and Repair Technologies/Technicians,Vehicle Maintenance and Repair Technologies/Technicians,Diesel Mechanics Technology/Technician
27,Certificate,2021-22,Crump,Crump Parsons Extension,"Decatur County, TN",49,49.0205,49.02,Tennessee,Transportation and Materials Moving,Ground Transportation,Truck and Bus Driver/Commercial Vehicle Operator and Instructor
7,Certificate,2021-22,Crump,Hardin County High School,"Hardin County, TN",48,48.0508,48.05,Tennessee,Precision Production,Precision Metal Working,Welding Technology/Welder
1,Diploma,2021-22,Crump,Hardin County High School,"Hardin County, TN",48,48.0508,48.05,Tennessee,Precision Production,Precision Metal Working,Welding Technology/Welder
2,Certificate,2021-22,Crump,Henderson/Chester County's ISC,"Chester County, TN",46,46.0415,46.04,Tennessee,Construction Trades,"Building/Construction Finishing, Management, and Inspection",Building Construction Technology/Technician
5,Certificate,2021-22,Crump,Henderson/Chester County's ISC,"Chester County, TN",51,51.0707,51.07,Tennessee,Health Professions and Related Programs,Health and Medical Administrative Services,Health Information/Medical Records Technology/Technician
8,Diploma,2021-22,Crump,Henderson/Chester County's ISC,"Chester County, TN",51,51.0707,51.07,Tennessee,Health Professions and Related Programs,Health and Medical Administrative Services,Health Information/Medical Records Technology/Technician
11,Diploma,2021-22,Crump,Henderson/Chester County's ISC,"Chester County, TN",46,46.0415,46.04,Tennessee,Construction Trades,"Building/Construction Finishing, Management, and Inspection",Building Construction Technology/Technician
11,Diploma,2019-20,Crump,Henderson/Chester County's ISC,"Chester County, TN",46,46.0415,46.04,Tennessee,Construction Trades,"Building/Construction Finishing, Management, and Inspection",Building Construction Technology/Technician
3,Diploma,2019-20,Crump,Henderson/Chester County's ISC,"Chester County, TN",51,51.0707,51.07,Tennessee,Health Professions and Related Programs,Health and Medical Administrative Services,Health Information/Medical Records Technology/Technician
9,Certificate,2021-22,Crump,Main Campus,"Hardin County, TN",46,46.0302,46.03,Tennessee,Construction Trades,Electrical and Power Transmission Installers,Electrician
3,Certificate,2021-22,Crump,Main Campus,"Hardin County, TN",48,48.0508,48.05,Tennessee,Precision Production,Precision Metal Working,Welding Technology/Welder
1,Certificate,2021-22,Crump,Main Campus,"Hardin County, TN",47,47.0201,47.02,Tennessee,Mechanic and Repair Technologies/Technicians,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR)","Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician"
5,Certificate,2021-22,Crump,Main Campus,"Hardin County, TN",50,50.0402,50.04,Tennessee,Visual and Performing Arts,Design and Applied Arts,Commercial and Advertising Art
4,Certificate,2021-22,Crump,Main Campus,"Hardin County, TN",47,47.0303,47.03,Tennessee,Mechanic and Repair Technologies/Technicians,Heavy/Industrial Equipment Maintenance Technologies/Technicians,Industrial Mechanics and Maintenance Technology/Technician
9,Certificate,2021-22,Crump,Main Campus,"Hardin County, TN",47,47.0603,47.06,Tennessee,Mechanic and Repair Technologies/Technicians,Vehicle Maintenance and Repair Technologies/Technicians,Autobody/Collision and Repair Technology/Technician
6,Certificate,2021-22,Crump,Main Campus,"Hardin County, TN",52,52.0402,52.04,Tennessee,"Business, Management, Marketing, and Related Support Services",Business Operations Support and Assistant Services,Executive Assistant/Executive Secretary
3,Certificate,2019-20,Crump,Main Campus,"Hardin County, TN",48,48.0508,48.05,Tennessee,Precision Production,Precision Metal Working,Welding Technology/Welder
6,Certificate,2019-20,Crump,Main Campus,"Hardin County, TN",47,47.0303,47.03,Tennessee,Mechanic and Repair Technologies/Technicians,Heavy/Industrial Equipment Maintenance Technologies/Technicians,Industrial Mechanics and Maintenance Technology/Technician
3,Certificate,2019-20,Crump,Main Campus,"Hardin County, TN",52,52.0402,52.04,Tennessee,"Business, Management, Marketing, and Related Support Services",Business Operations Support and Assistant Services,Executive Assistant/Executive Secretary
3,Certificate,2019-20,Crump,Main Campus,"Hardin County, TN",50,50.0402,50.04,Tennessee,Visual and Performing Arts,Design and Applied Arts,Commercial and Advertising Art
1,Certificate,2019-20,Crump,Main Campus,"Hardin County, TN",46,46.0302,46.03,Tennessee,Construction Trades,Electrical and Power Transmission Installers,Electrician
2,Certificate,2019-20,Crump,Main Campus,"Hardin County, TN",47,47.0201,47.02,Tennessee,Mechanic and Repair Technologies/Technicians,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR)","Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician"
